date,preclose,open,high,low,close,volume,amount,chg,chg.per
20090728,3972.644,3974.006,4023.013,3936.205,4022.91,8828133600,92018596162,50.266,1.2653
20090729,4022.91,4013.033,4019.195,3678.888,3764.64,9463768400,94818134515,-258.27,-6.42
20090730,3764.64,3773.148,3830.351,3670.905,3803.124,6983696700,69297629393,38.484,1.0222
20090731,3803.124,3826.193,3933.37,3816.471,3928.584,7525916700,76812843931,125.46,3.2989
20090803,3928.584,3944.697,4020.625,3928.927,4020.266,8510728000,87743316310,91.682,2.3337
20090804,4020.266,4024.681,4071.129,3975.507,4069.346,9365029700,98052184307,49.08,1.2208
20090805,4069.346,4065.426,4099.527,3993.107,4069.338,8879334900,94016657135,-0.008,-0.0002
20090806,4069.338,4040.222,4093.701,3946.59,4015.421,7872967200,84495679177,-53.917,-1.325
20090807,4015.421,4008.225,4036.204,3875.756,3893.125,6669500800,71025079991,-122.296,-3.0457
20090810,3893.125,3935.045,3970.177,3857.5,3933.047,5381069200,57236081881,39.922,1.0254
20090811,3933.047,3946.151,3964.422,3900.058,3953.293,4464043500,47678940455,20.246,0.5148
20090812,3953.293,3944.344,3944.344,3762.236,3770.137,5383301800,55199682634,-183.156,-4.633
20090813,3770.137,3772.668,3800.529,3705.368,3778.14,4270992500,43660013555,8.003,0.2123
20090814,3778.14,3780.394,3789.754,3609.658,3609.698,5072646400,50461646276,-168.442,-4.4583
20090817,3609.698,3558.321,3571.817,3356.201,3358.103,4821366700,45055756542,-251.595,-6.97
20090818,3358.103,3326.866,3436.479,3310.898,3424.775,3812622600,34735016054,66.672,1.9854
20090819,3424.775,3427.099,3436.952,3215.547,3247.526,4390591800,39910161331,-177.249,-5.1755
20090820,3247.526,3247.209,3378.807,3239.825,3374.351,4296083700,39189781068,126.825,3.9053
20090821,3374.351,3366.461,3469.067,3344.309,3468.042,5158048800,48523629526,93.691,2.7766
20090824,3468.042,3472.493,3556.712,3449.221,3541.804,5460754900,53333730326,73.762,2.1269
20090825,3541.804,3523.815,3523.815,3384.445,3485.924,5982545200,57938441896,-55.88,-1.5777
20090826,3485.924,3466.215,3622.666,3444.816,3595.115,5966770200,58697217358,109.191,3.1323
